date_enrolled,date_completed,track_name,student_id,student_track_id,track_completed,days_for_completion,completion_bucket
2022-09-30,NULL,"Data Scientist",292624,242,0,NULL,NULL
2022-09-29,NULL,"Business Analyst",292615,243,0,NULL,NULL
2022-10-04,NULL,"Data Scientist",292611,244,0,NULL,NULL
2022-09-29,NULL,"Data Scientist",292606,245,0,NULL,NULL
2022-09-29,NULL,"Data Scientist",292595,246,0,NULL,NULL
2022-09-29,NULL,"Data Scientist",292589,247,0,NULL,NULL
2022-09-29,NULL,"Data Scientist",292587,248,0,NULL,NULL
2022-09-30,NULL,"Data Scientist",292578,249,0,NULL,NULL
2022-10-02,NULL,"Data Scientist",292576,250,0,NULL,NULL
2022-09-29,NULL,"Data Analyst",292572,251,0,NULL,NULL
2022-10-06,NULL,"Data Scientist",292566,252,0,NULL,NULL
2022-10-10,NULL,"Business Analyst",292561,253,0,NULL,NULL
2022-09-29,NULL,"Data Scientist",292531,254,0,NULL,NULL
2022-10-15,NULL,"Data Analyst",292499,255,0,NULL,NULL
2022-10-02,NULL,"Data Scientist",292498,256,0,NULL,NULL
2022-10-14,NULL,"Data Scientist",292496,257,0,NULL,NULL
2022-09-30,NULL,"Data Scientist",292491,258,0,NULL,NULL
2022-09-29,NULL,"Data Scientist",292486,259,0,NULL,NULL
2022-10-10,NULL,"Data Analyst",292486,260,0,NULL,NULL
2022-10-04,NULL,"Data Scientist",292473,261,0,NULL,NULL
2022-10-10,NULL,"Data Analyst",292462,262,0,NULL,NULL
2022-10-04,NULL,"Data Scientist",292447,263,0,NULL,NULL
2022-09-28,NULL,"Business Analyst",292441,264,0,NULL,NULL
2022-10-10,NULL,"Business Analyst",292436,265,0,NULL,NULL
2022-09-28,NULL,"Business Analyst",292421,266,0,NULL,NULL
2022-09-28,NULL,"Data Scientist",292406,267,0,NULL,NULL
2022-09-28,NULL,"Business Analyst",292404,268,0,NULL,NULL
2022-09-28,NULL,"Data Scientist",292388,269,0,NULL,NULL
2022-09-29,NULL,"Data Analyst",292385,270,0,NULL,NULL
2022-09-28,NULL,"Data Scientist",292377,271,0,NULL,NULL
2022-09-28,NULL,"Data Scientist",292374,272,0,NULL,NULL
2022-09-28,NULL,"Data Analyst",292374,273,0,NULL,NULL
2022-09-27,NULL,"Data Scientist",292365,274,0,NULL,NULL
2022-10-10,NULL,"Data Scientist",292311,275,0,NULL,NULL
2022-10-01,NULL,"Business Analyst",292182,276,0,NULL,NULL
2022-10-11,NULL,"Business Analyst",292181,277,0,NULL,NULL
2022-10-17,NULL,"Data Scientist",292177,278,0,NULL,NULL
2022-09-27,NULL,"Data Scientist",292170,279,0,NULL,NULL
2022-10-06,2022-10-28,"Business Analyst",292151,280,1,22,"8 to 30 days"
2022-09-28,NULL,"Data Scientist",292133,281,0,NULL,NULL
2022-10-01,NULL,"Data Analyst",292121,282,0,NULL,NULL
2022-09-26,NULL,"Data Scientist",292115,283,0,NULL,NULL
2022-10-18,NULL,"Business Analyst",292104,284,0,NULL,NULL
2022-09-27,NULL,"Data Scientist",292101,285,0,NULL,NULL
2022-09-27,NULL,"Data Analyst",292086,286,0,NULL,NULL
2022-09-26,NULL,"Data Analyst",292066,287,0,NULL,NULL
2022-09-25,NULL,"Data Scientist",292039,288,0,NULL,NULL
2022-09-25,NULL,"Data Analyst",292028,289,0,NULL,NULL
2022-10-18,NULL,"Data Analyst",292022,290,0,NULL,NULL
2022-09-25,NULL,"Data Analyst",292021,291,0,NULL,NULL
2022-09-25,NULL,"Data Scientist",292020,292,0,NULL,NULL
2022-09-25,NULL,"Data Analyst",292008,293,0,NULL,NULL
2022-09-26,NULL,"Data Analyst",292000,294,0,NULL,NULL
2022-09-25,NULL,"Data Scientist",291996,295,0,NULL,NULL
2022-09-25,NULL,"Data Analyst",291993,296,0,NULL,NULL
2022-09-25,NULL,"Data Scientist",291980,297,0,NULL,NULL
2022-09-25,NULL,"Data Analyst",291977,298,0,NULL,NULL
2022-09-25,NULL,"Business Analyst",291977,299,0,NULL,NULL
2022-10-01,NULL,"Data Scientist",291976,300,0,NULL,NULL
2022-09-24,NULL,"Business Analyst",291963,301,0,NULL,NULL
2022-09-24,NULL,"Data Analyst",291959,302,0,NULL,NULL
2022-09-24,NULL,"Data Analyst",291957,303,0,NULL,NULL
2022-09-24,NULL,"Data Scientist",291949,304,0,NULL,NULL
2022-09-25,NULL,"Business Analyst",291945,305,0,NULL,NULL
2022-09-27,NULL,"Data Scientist",291940,306,0,NULL,NULL
2022-09-24,NULL,"Business Analyst",291934,307,0,NULL,NULL
2022-09-24,NULL,"Data Analyst",291919,308,0,NULL,NULL
2022-09-24,NULL,"Data Scientist",291917,309,0,NULL,NULL
2022-09-24,NULL,"Data Scientist",291915,310,0,NULL,NULL
2022-09-25,NULL,"Data Scientist",291912,311,0,NULL,NULL
2022-09-24,NULL,"Data Scientist",291891,312,0,NULL,NULL
2022-10-14,NULL,"Data Analyst",291875,313,0,NULL,NULL
2022-09-29,NULL,"Data Scientist",291868,314,0,NULL,NULL
2022-09-23,NULL,"Data Analyst",291852,315,0,NULL,NULL
2022-09-23,NULL,"Data Analyst",291837,316,0,NULL,NULL
2022-09-25,NULL,"Data Scientist",291831,317,0,NULL,NULL
2022-10-10,NULL,"Data Analyst",291831,318,0,NULL,NULL
2022-09-25,NULL,"Business Analyst",291831,319,0,NULL,NULL
2022-09-26,NULL,"Data Scientist",291830,320,0,NULL,NULL
2022-09-26,NULL,"Data Scientist",291829,321,0,NULL,NULL
2022-09-23,NULL,"Data Scientist",291827,322,0,NULL,NULL
2022-09-25,NULL,"Data Analyst",291823,323,0,NULL,NULL
2022-09-23,NULL,"Data Scientist",291791,324,0,NULL,NULL
2022-09-23,NULL,"Data Scientist",291789,325,0,NULL,NULL
2022-10-11,NULL,"Business Analyst",291789,326,0,NULL,NULL
2022-09-24,NULL,"Data Scientist",291769,327,0,NULL,NULL
2022-09-24,NULL,"Data Analyst",291769,328,0,NULL,NULL
2022-09-24,NULL,"Business Analyst",291769,329,0,NULL,NULL
2022-09-23,NULL,"Data Scientist",291759,330,0,NULL,NULL
2022-09-22,NULL,"Business Analyst",291753,331,0,NULL,NULL
2022-09-22,NULL,"Data Scientist",291750,332,0,NULL,NULL
2022-09-30,NULL,"Data Scientist",291744,333,0,NULL,NULL
2022-09-23,NULL,"Data Scientist",291743,334,0,NULL,NULL
2022-09-22,NULL,"Data Scientist",291738,335,0,NULL,NULL
2022-09-22,NULL,"Business Analyst",291735,336,0,NULL,NULL
2022-09-22,NULL,"Data Scientist",291730,337,0,NULL,NULL
2022-09-22,NULL,"Data Scientist",291728,338,0,NULL,NULL
2022-10-19,NULL,"Data Analyst",291723,339,0,NULL,NULL
2022-09-22,NULL,"Business Analyst",291713,340,0,NULL,NULL
2022-09-22,NULL,"Data Analyst",291711,341,0,NULL,NULL
2022-09-22,NULL,"Data Scientist",291710,342,0,NULL,NULL
2022-09-25,NULL,"Data Scientist",291706,343,0,NULL,NULL
2022-09-22,NULL,"Data Analyst",291706,344,0,NULL,NULL
2022-09-28,NULL,"Business Analyst",291706,345,0,NULL,NULL
2022-10-11,NULL,"Data Scientist",291701,346,0,NULL,NULL
2022-10-10,NULL,"Data Analyst",291699,347,0,NULL,NULL
2022-10-11,NULL,"Business Analyst",291699,348,0,NULL,NULL
2022-10-11,NULL,"Data Analyst",291698,349,0,NULL,NULL
2022-10-11,NULL,"Business Analyst",291698,350,0,NULL,NULL
2022-10-20,NULL,"Data Analyst",291688,351,0,NULL,NULL
2022-10-20,NULL,"Data Analyst",291686,352,0,NULL,NULL
2022-09-22,NULL,"Data Scientist",291679,353,0,NULL,NULL
2022-10-18,NULL,"Business Analyst",291678,354,0,NULL,NULL
2022-09-25,NULL,"Data Analyst",291675,355,0,NULL,NULL
2022-10-11,NULL,"Data Analyst",291674,356,0,NULL,NULL
2022-10-12,NULL,"Data Analyst",291671,357,0,NULL,NULL
2022-10-10,NULL,"Business Analyst",291665,358,0,NULL,NULL
2022-10-04,NULL,"Data Analyst",291655,359,0,NULL,NULL
2022-10-16,NULL,"Data Analyst",291653,360,0,NULL,NULL
2022-10-05,NULL,"Data Analyst",291649,361,0,NULL,NULL
2022-09-22,NULL,"Data Scientist",291641,362,0,NULL,NULL
2022-10-17,2022-11-16,"Business Analyst",291632,363,1,30,"8 to 30 days"
2022-09-24,NULL,"Data Scientist",291626,364,0,NULL,NULL
2022-10-16,NULL,"Data Analyst",291625,365,0,NULL,NULL
2022-09-22,NULL,"Data Scientist",291617,366,0,NULL,NULL
2022-09-22,NULL,"Data Analyst",291617,367,0,NULL,NULL
2022-09-22,NULL,"Business Analyst",291617,368,0,NULL,NULL
2022-09-21,NULL,"Data Scientist",291587,369,0,NULL,NULL
2022-09-21,NULL,"Data Analyst",291577,370,0,NULL,NULL
2022-09-21,NULL,"Data Analyst",291576,371,0,NULL,NULL
2022-09-21,NULL,"Data Analyst",291568,372,0,NULL,NULL
2022-09-30,NULL,"Data Scientist",291566,373,0,NULL,NULL
2022-10-13,NULL,"Business Analyst",291566,374,0,NULL,NULL
2022-09-21,NULL,"Business Analyst",291565,375,0,NULL,NULL
2022-09-21,NULL,"Data Analyst",291511,376,0,NULL,NULL
2022-09-22,NULL,"Data Analyst",291504,377,0,NULL,NULL
2022-09-24,NULL,"Data Scientist",291487,378,0,NULL,NULL
2022-09-20,NULL,"Data Scientist",291474,379,0,NULL,NULL
2022-09-24,NULL,"Data Scientist",291470,380,0,NULL,NULL
2022-09-20,NULL,"Data Analyst",291452,381,0,NULL,NULL
2022-09-26,NULL,"Data Scientist",291436,382,0,NULL,NULL
2022-09-23,NULL,"Data Scientist",291425,383,0,NULL,NULL
2022-09-24,NULL,"Data Analyst",291425,384,0,NULL,NULL
2022-09-20,NULL,"Data Analyst",291423,385,0,NULL,NULL
2022-09-20,NULL,"Data Analyst",291410,386,0,NULL,NULL
2022-10-18,NULL,"Data Analyst",291404,387,0,NULL,NULL
2022-09-20,NULL,"Data Scientist",291382,388,0,NULL,NULL
2022-10-02,NULL,"Data Analyst",291377,389,0,NULL,NULL
2022-10-03,NULL,"Business Analyst",291377,390,0,NULL,NULL
2022-09-20,NULL,"Data Analyst",291347,391,0,NULL,NULL
2022-09-19,NULL,"Data Scientist",291320,392,0,NULL,NULL
2022-09-19,NULL,"Business Analyst",291318,393,0,NULL,NULL
2022-09-19,NULL,"Business Analyst",291316,394,0,NULL,NULL
2022-09-19,NULL,"Business Analyst",291308,395,0,NULL,NULL
2022-09-22,NULL,"Data Scientist",291290,396,0,NULL,NULL
2022-09-19,NULL,"Data Analyst",291282,397,0,NULL,NULL
2022-10-07,NULL,"Data Analyst",291244,398,0,NULL,NULL
2022-09-20,NULL,"Data Analyst",291234,399,0,NULL,NULL
2022-09-19,NULL,"Data Scientist",291230,400,0,NULL,NULL
2022-09-19,NULL,"Data Analyst",291228,401,0,NULL,NULL
2022-09-18,NULL,"Data Scientist",291224,402,0,NULL,NULL
2022-09-18,NULL,"Data Scientist",291202,403,0,NULL,NULL
2022-09-18,NULL,"Data Scientist",291192,404,0,NULL,NULL
2022-10-20,NULL,"Data Analyst",291183,405,0,NULL,NULL
2022-09-18,NULL,"Data Analyst",291180,406,0,NULL,NULL
2022-09-18,NULL,"Data Scientist",291173,407,0,NULL,NULL
2022-09-18,NULL,"Data Scientist",291132,408,0,NULL,NULL
